,km_driven,selling_price,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Mahindra,brand_Maruti,brand_Renault,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,fuel_Diesel,fuel_Petrol,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Third Owner
104,35000,610000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
105,70000,625000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
106,5000,400000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
107,37800,866000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
108,114000,700000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
109,48000,300000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
110,32000,1700000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
111,100000,375000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
112,150000,522000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
113,69000,451999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
114,100000,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
115,13000,475000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
116,60000,780000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
117,40000,595000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
118,35000,440000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
119,120000,300000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
120,70000,400000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
121,50000,1140000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
122,76139,850000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
123,175000,370000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
124,25000,350000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
125,40000,360000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
126,65000,105000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
127,90000,625000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
128,80000,135000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
129,110000,700000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
130,1303,690000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
131,31800,3975000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
132,20000,5150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
133,45000,3200000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
134,17000,4100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,21000,4500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
136,37000,6000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
137,29500,3790000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
138,27000,2150000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
139,7500,5800000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
140,50000,1864999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
141,35000,2700000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
142,19000,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
143,41000,795000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
144,39000,625000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
145,22000,3400000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
146,53000,2650000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
147,40000,535000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
148,47000,5850000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
149,72200,975000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
150,49900,805000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
151,9000,2625000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
152,11000,811000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
153,49000,375000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
154,95000,550000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
155,11000,645000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
156,18000,2550000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
157,46100,599000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
158,16000,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
159,18000,875000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
160,9654,894999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
161,11000,175000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
162,24300,340000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
163,42163,1525000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
164,8000,1025000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
165,30000,2150000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
166,41000,1900000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
167,12000,2900000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
168,71000,450000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
169,20000,850000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
170,30000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
171,100000,300000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
172,9500,575000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
173,120000,160000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
174,36600,515000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
175,50000,390000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
176,14000,550000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
177,40000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
178,120000,220000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
179,70000,425000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
180,13000,480000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
181,60000,400000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
182,35000,487000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
183,44000,386000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
184,120000,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,60000,300000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
186,60000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
187,30000,1750000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
188,15000,450000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
189,90000,490000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
190,47000,345000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
191,90000,85000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
192,120600,215000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
193,100000,320000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
194,60000,459999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
195,86000,65000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
196,5000,720000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
197,37000,800000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
198,14000,520000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
199,70000,580000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
200,120000,235000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
201,50000,600000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
202,60000,290000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
203,50000,360000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
204,50000,550000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
205,70000,375000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
206,90000,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
207,35000,420000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
208,20000,550000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
209,20000,270000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
210,7800,700000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
211,20000,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
212,15000,1250000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
213,31377,320000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
214,50000,700000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
215,60000,290000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
216,100000,550000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
217,60000,265000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
218,5000,830000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
219,60000,800000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
220,25000,160000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
221,30000,335000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
222,80000,329000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
223,75000,775000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
224,32000,524000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
225,40000,245000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
226,93000,275000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
227,60000,520000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
228,120000,130000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
229,37000,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
230,15000,910000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
231,80000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
232,140000,350000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
233,70000,900000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
234,120000,300000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
235,110000,250000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
236,37000,1100000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
237,44000,270000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
238,80000,640000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
239,125000,650000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
240,13500,409999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
241,75000,165000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
242,120000,80000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
243,120000,535000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
244,70000,700000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
245,70000,550000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
246,15000,680000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
247,53000,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
248,120000,500000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
249,70000,1000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
250,120000,110000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
251,100000,320000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
252,110000,75000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
253,100000,350000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
254,162500,170000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
255,39000,800000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
256,75000,500000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
257,50000,1380000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
258,40000,1300000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
259,92500,530000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
260,158000,360000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
261,120000,310000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
262,50000,725000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
263,110000,340000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
264,2000,550000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
265,181000,1150000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
266,70000,380000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
267,90000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
268,2000,610000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
269,20000,525000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
270,120000,480000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
271,35000,780000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
272,193000,320000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
273,80000,375000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
274,40000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
275,70000,500000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
276,122358,404000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277,75000,500000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
278,120000,350000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
279,40000,380000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
280,95200,114999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
281,33033,335000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
282,63063,465000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
283,60000,290000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
284,45000,110000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
285,80000,450000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
286,170000,400000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
287,207890,210000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
288,7976,4600000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
289,35000,220000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
290,35000,450000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
291,35000,450000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
292,50000,290000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
293,20000,520000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
294,20000,265000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
295,50000,330000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
296,50000,330000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
297,120000,509999,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
298,70000,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
299,50000,525000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
300,16500,675000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
301,70000,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
302,99361,90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
303,25000,650000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
304,70000,409000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
305,80000,395000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
306,70000,215000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
307,70000,400000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
308,60000,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
